task_id	name	status	energy_consumption	CO2e	time	cpus	powerdraw_cpu	cpu_model	cpu_usage	requested_memory
671	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:TABIX_BGZIPTABIX (DanausPlexippus.Dpv3_pep)	COMPLETED	5.67 mWh	1.31 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.818	6.0 GB
672	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:TABIX_BGZIPTABIX (LeptideaSinapis.LSINAPIS_pep)	COMPLETED	5.69 mWh	1.32 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.823	6.0 GB
662	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:EXTRACT_REPEAT (ilLysCori70_1)	COMPLETED	35.74 mWh	8.26 mg	3s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.87	12.0 GB
674	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:BEDTOOLS_INTERSECT (ilLysCori70_1)	COMPLETED	16.53 mWh	3.82 mg	3s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.79	6.0 GB
675	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:RENAME_IDS (ilLysCori70_1)	COMPLETED	6.57 mWh	1.52 mg	775.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.561	12.0 GB
676	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:GNU_SORT_A (ilLysCori70_1)	COMPLETED	16.97 mWh	3.92 mg	1s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6525	12.0 GB
667	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:EXTRACT_COV_IDEN (PlutellaXylostella.ilPluXylo3_pep)	COMPLETED	2.31 mWh	532.99 ug	257.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.606	12.0 GB
669	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:BEDTOOLS_SORT (BombyxMori.Bmori_2016v1_pep)	COMPLETED	5.36 mWh	1.24 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.762	6.0 GB
673	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:TABIX_BGZIPTABIX (PlutellaXylostella.ilPluXylo3_pep)	COMPLETED	6.55 mWh	1.51 mg	2s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.38799999999999996	6.0 GB
678	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:TABIX_BGZIPTABIX (BombyxMori.Bmori_2016v1_pep)	COMPLETED	5.88 mWh	1.36 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.857	6.0 GB
32	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:MINIMAP2_ALIGN (LeptideaSinapis803cdna)	COMPLETED	7.64  Wh	1.77  g	2m 38s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.892	100.0 GB
677	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:REFORMAT_INTERSECT (ilLysCori70_1)	COMPLETED	26.82 mWh	6.2 mg	2s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.955	12.0 GB
679	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:BEDTOOLS_MAP (ilLysCori70_1)	COMPLETED	6.34 mWh	1.47 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9390000000000001	6.0 GB
614	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.02.fa)	COMPLETED	13.24  Wh	3.06  g	5m 10s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.5005	50.0 GB
680	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:REPLACE_DOTS (ilLysCori70_1)	COMPLETED	236.91 uWh	54.75 ug	35.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.408	12.0 GB
681	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:UCSC_BEDGRAPHTOBIGWIG (ilLysCori70_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.741	20.0 GB
2	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:BUSCO (ilLysCori70_1)	COMPLETED	195.21  Wh	45.12  g	33m 16s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.99375	50.0 GB
683	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:ANCESTRAL_GENE:GrabFiles (ilLysCori70_1)	COMPLETED	78.19 uWh	18.07 ug	27.0ms	1	12.0	Intel Xeon Processor (Skylake, IBRS)	0.517	100.0 MB
682	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:GrabFiles (ilLysCori70_1)	COMPLETED	159.38 uWh	36.83 ug	29.0ms	1	12.0	Intel Xeon Processor (Skylake, IBRS)	0.9840000000000001	100.0 MB
684	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:ANCESTRAL_GENE:EXTRACT_ANCESTRAL (ilLysCori70_1)	COMPLETED	11.24 mWh	2.6 mg	1s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.81	12.0 GB
685	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:EXTRACT_BUSCOGENE (ilLysCori70_1)	COMPLETED	418.57 uWh	96.74 ug	41.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7170000000000001	12.0 GB
686	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:ANCESTRAL_GENE:ASSIGN_ANCESTRAL (ilLysCori70_1)	COMPLETED	37.54 mWh	8.68 mg	3s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.924	12.0 GB
687	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:BEDTOOLS_SORT (ilLysCori70_1)	COMPLETED	4.61 mWh	1.07 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.629	6.0 GB
688	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:ANCESTRAL_GENE:BEDTOOLS_SORT (ilLysCori70_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.623	6.0 GB
689	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:UCSC_BEDTOBIGBED (ilLysCori70_1)	COMPLETED	4.54 mWh	1.05 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.615	6.0 GB
690	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:ANCESTRAL_GENE:UCSC_BEDTOBIGBED (ilLysCori70_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.486	6.0 GB
615	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.03.fa)	COMPLETED	14.56  Wh	3.37  g	5m 41s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.5005	50.0 GB
621	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.09.fa)	COMPLETED	26.63  Wh	6.15  g	5m 50s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	1.0	50.0 GB
618	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.06.fa)	COMPLETED	30.2  Wh	6.98  g	6m 37s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	1.0	50.0 GB
657	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:SAMTOOLS_MERGE (LeptideaSinapis.LSINAPIS)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7535	50.0 GB
691	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:BEDTOOLS_BAMTOBED (LeptideaSinapis.LSINAPIS)	COMPLETED	38.71 mWh	8.95 mg	1s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9590000000000001	36.0 GB
692	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:PUNCHLIST:PAFTOOLS_SAM2PAF (LeptideaSinapis.LSINAPIS)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.617	12.0 GB
620	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.08.fa)	COMPLETED	23.58  Wh	5.45  g	5m 10s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	1.0	50.0 GB
693	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:BEDTOOLS_SORT (LeptideaSinapis.LSINAPIS)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.606	6.0 GB
694	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:PUNCHLIST:PAF2BED (LeptideaSinapis.LSINAPIS)	COMPLETED	433.18 uWh	100.12 ug	41.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7490000000000001	12.0 GB
612	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.00.fa)	COMPLETED	20.69  Wh	4.78  g	4m 32s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	1.0	50.0 GB
695	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:UCSC_BEDTOBIGBED (LeptideaSinapis.LSINAPIS)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.708	6.0 GB
617	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.05.fa)	COMPLETED	38.8  Wh	8.97  g	8m 30s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	1.0	50.0 GB
656	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:SAMTOOLS_MERGE (DanausPlexippus.Dpv3)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7675	50.0 GB
696	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:PUNCHLIST:PAFTOOLS_SAM2PAF (DanausPlexippus.Dpv3)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.617	12.0 GB
697	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:BEDTOOLS_BAMTOBED (DanausPlexippus.Dpv3)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8740000000000001	36.0 GB
698	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:PUNCHLIST:PAF2BED (DanausPlexippus.Dpv3)	COMPLETED	433.25 uWh	100.13 ug	43.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.705	12.0 GB
699	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:BEDTOOLS_SORT (DanausPlexippus.Dpv3)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.624	6.0 GB
700	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:UCSC_BEDTOBIGBED (DanausPlexippus.Dpv3)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.5660000000000001	6.0 GB
18	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:MINIMAP2_ALIGN (PlutellaXylostella33cdna)	COMPLETED	72.39  Wh	16.73  g	25m 48s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8446666666666667	100.0 GB
619	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.07.fa)	COMPLETED	23.81  Wh	5.5  g	5m 13s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	1.0	50.0 GB
613	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.01.fa)	COMPLETED	13.04  Wh	3.01  g	5m 5s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.501	50.0 GB
616	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:MUMMER (ilLysCori70_1_split.04.fa)	COMPLETED	22.06  Wh	5.1  g	4m 50s	12	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	1.0	50.0 GB
701	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:CONCATMUMMER (ilLysCori70_1.mummer)	COMPLETED	1.14 mWh	263.76 ug	85.0ms	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.20199999999999999	36.0 GB
702	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:SELFCOMP_MUMMER2BED (ilLysCori70_1)	COMPLETED	70.19 mWh	16.22 mg	1s	10	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.861	120.0 GB
652	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	168.79  Wh	39.01  g	25m 57s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9463571428571429	130.0 GB
703	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:SELFCOMP_MAPIDS (ilLysCori70_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	10	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.932	120.0 GB
704	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:BEDTOOLS_SORT (ilLysCori70_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.759	6.0 GB
705	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:SELFCOMP_ALIGNMENTBLOCKS (ilLysCori70_1)	COMPLETED	13.2  Wh	3.05  g	1m 40s	20	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.986	120.0 GB
706	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:CONCATBLOCKS (ilLysCori70_1.bed)	COMPLETED	425.69 uWh	98.39 ug	87.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.679	6.0 GB
707	SANGERTOL_TREEVAL:TREEVAL:SELFCOMP:UCSC_BEDTOBIGBED (ilLysCori70_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.096	6.0 GB
163	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:MINIMAP2_ALIGN (BombyxMori200cdna)	COMPLETED	220.91  Wh	51.06  g	1h 15m 3s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9133333333333333	100.0 GB
708	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:SAMTOOLS_MERGE (LeptideaSinapis.LSINAPIS)	COMPLETED	628.92 mWh	145.36 mg	8s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7785	50.0 GB
710	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:BEDTOOLS_BAMTOBED (LeptideaSinapis.LSINAPIS)	COMPLETED	277.52 mWh	64.14 mg	7s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.987	36.0 GB
709	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:PUNCHLIST:PAFTOOLS_SAM2PAF (LeptideaSinapis.LSINAPIS)	COMPLETED	79.71 mWh	18.42 mg	8s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.695	12.0 GB
711	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:BEDTOOLS_SORT (LeptideaSinapis.LSINAPIS)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.823	6.0 GB
712	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:PUNCHLIST:PAF2BED (LeptideaSinapis.LSINAPIS)	COMPLETED	3.7 mWh	854.95 ug	419.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.593	12.0 GB
713	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:UCSC_BEDTOBIGBED (LeptideaSinapis.LSINAPIS)	COMPLETED	4.41 mWh	1.02 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.5920000000000001	6.0 GB
649	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	378.86  Wh	87.56  g	56m 18s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9884	130.0 GB
646	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	373.81  Wh	86.39  g	55m 57s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9793999999999999	130.0 GB
651	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	388.97  Wh	89.9  g	57m 52s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.987	130.0 GB
644	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	366.21  Wh	84.64  g	54m 28s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9873333333333333	130.0 GB
643	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	366.78  Wh	84.77  g	54m 31s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9881333333333334	130.0 GB
627	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	409.5  Wh	94.64  g	1h 1m 35s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9735	130.0 GB
631	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	380.12  Wh	87.85  g	56m 45s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9825714285714285	130.0 GB
625	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	366.27  Wh	84.65  g	54m 35s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9848666666666667	130.0 GB
635	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	402.55  Wh	93.04  g	59m 50s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9881333333333334	130.0 GB
632	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	419.3  Wh	96.91  g	1h 4m 35s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9440714285714286	130.0 GB
630	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	377.11  Wh	87.16  g	56m 1s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9889333333333334	130.0 GB
626	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	409.66  Wh	94.68  g	1h 1m 9s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9827857142857144	130.0 GB
638	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	434.2  Wh	100.35  g	1h 5m 16s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9740714285714286	130.0 GB
634	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	403.01  Wh	93.14  g	59m 29s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.997	130.0 GB
624	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	381.35  Wh	88.14  g	57m 41s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9662857142857143	130.0 GB
629	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	369.02  Wh	85.29  g	54m 51s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9881333333333334	130.0 GB
648	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	423.27  Wh	97.83  g	1h 2m 49s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9900714285714285	130.0 GB
172	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:MINIMAP2_ALIGN (ilLysCori70_1)	COMPLETED	1.23 KWh	284.06  g	3h 17m 49s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9543125	100.0 GB
639	SANGERTOL_TREEVAL:TREEVAL:HIC_MAPPING:CRAM_FILTER_ALIGN_BWAMEM2_FIXMATE_SORT (ilLysCori70_1)	COMPLETED	425.07  Wh	98.24  g	1h 4m 33s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9614285714285714	130.0 GB
714	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:SAMTOOLS_MERGE (ilLysCori70)	COMPLETED	6.86  Wh	1.58  g	1m 17s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8955	50.0 GB
715	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:SAMTOOLS_SORT (ilLysCori70)	COMPLETED	6.82  Wh	1.58  g	2m 29s	8	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8785	36.0 GB
716	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:SAMTOOLS_VIEW (ilLysCori70)	COMPLETED	3.08  Wh	711.55 mg	4m 3s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.938	12.0 GB
717	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:BEDTOOLS_BAMTOBED (ilLysCori70)	COMPLETED	2.95  Wh	681.32 mg	2m 6s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.5005	36.0 GB
718	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:BEDTOOLS_GENOMECOV (ilLysCori70)	COMPLETED	95.27 mWh	22.02 mg	15s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.941	6.0 GB
719	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:GNU_SORT (ilLysCori70)	COMPLETED	34.46 mWh	7.96 mg	3s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6755	12.0 GB
723	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:BED2BW_NORMAL (ilLysCori70_1)	COMPLETED	116.35 mWh	26.89 mg	8s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.973	20.0 GB
721	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:GRAPHOVERALLCOVERAGE (ilLysCori70)	COMPLETED	39.14 mWh	9.05 mg	6s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.972	6.0 GB
722	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:LONGREADCOVERAGESCALELOG2 (ilLysCori70)	COMPLETED	55.61 mWh	12.85 mg	9s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.91	6.0 GB
720	SANGERTOL_TREEVAL:TREEVAL:LONGREAD_COVERAGE:GETMINMAXPUNCHES (ilLysCori70)	COMPLETED	16.19 mWh	3.74 mg	2s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9420000000000001	6.0 GB
